City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,tt,tr,nap,li,lv,lt,jam,tk,th,tg,udm,sgs,pcd,ta,yi,ceb,yo,kk-kz,de,da,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,fr,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,uk,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,nds,yue,xmf,co,nso,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,te,stq,ms,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,su,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,kaa,mt,mrj,fy,frp,fa,mai,fi,mzn,gom,ab,sa,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,km,or,sk,si,sh,so,ku,sl,sc,ky,rgn,sw,se,sd
Istanbul,OSM,abhishek,Tourism,Anniversary of Atatürk's Death,土耳其之父---阿塔图尔卡逝世周年纪念,https://batpad.github.io/quick-geocode/?name=Anniversary%20of%20Atatürk's%20Death&city=Istanbul,"https://www.google.com/maps/search/Anniversary+of+Atatürk's+Death,+Istanbul/",node,34668145,,#N/A,osm-nominatim,,,Anıtkabir,,,tr:Anıtkabir,,,,,,,,,,,,,,,,,,,,,,,,,,Anıtkabir,,,,Anıtkabir,,,,,,,,,,,,,Anıtkabir,,,,,,,,,,,,,,凱末爾紀念館,,,,Ανίτκαμπιρ,Maŭzoleo de Atatürk,Anıtkabir,凱末爾陵寢,,,,Anıtkabir,,,,,,,Anıtkabir,,,Аныткабир,,,,凯末尔紀念館,,,,,,,Анъткабир,,,,,,,,,,,アタテュルク廟,,,,,,,,,,,,,,,,,,,,Anıtkabir,,,,,Anıtkabir,,,,,,,,,Anıtkabir,,Անըթքաբիր,,,,,,Anıtkabir,,,,,انتقبر,,אנטקביר,,,,,,,,,Антикабир,,,,Anitkabir,,,,,,,,,,,,,Anıtkabir,,,آنيت كابير,,,,,,Anıtqəbir,,,,,Anıtkabir,,,,,,,,,,,,,,,,,,,,,,,آنت‌کابیر,,,,,,,,,,,,,,,,아느트카비르,,,,Anıtkabir,,Анктабир,,,,,,,,,
Istanbul,OSM,arun,Tourism,Arena,竞技场,https://batpad.github.io/quick-geocode/?name=Arena&city=Istanbul,"https://www.google.com/maps/search/Arena,+Istanbul/",way,342828509,,#N/A,quick-geocode,,,,,,en:Türk Telekom Arena,,Türk Telekom Arena,,,,,,,,,,,,,Türk Telekom Arena,,Türk Telekom Arena,,Türk Telekom Arena,,,,,,,Türk Telekom Arena,,,Türk Telekom Arena,Türk Telekom Arena,,Türk Telekom Arena,,,,,,,,,,,Türk Telekom Arena,Türk Telekom Arena,,,,,,,,Türk Telekom Arena,,,,,土耳其電信競技場,,,Türk Telekom Arena,Τουρκ Τέλεκομ Αρίνα,Turk Telekom Arena,Türk Telekom Arena,土耳其电信竞技场,,,,Türk Telekom Arena,,,,Türk Telekom Arena,Türk Telekom Arena,,Türk Telekom Arena,,,Тюрк Телеком Арена,,,,,,Türk Telekom Arena,,,,,Тюрк Телеком Арена,Тюрк Телеком Арена,,Türk Telekom Arena,,,Türk Telekom Arena,,,,Türk Telekom Arena,トルコ・テレコム・アリーナ,,,,Türk Telekom Arena,,,,,,,,,,Türk Telekom Arena,,,,,,Türk Telekom Arena,,,,,Türk Telekom Arena,,,,ਤੁਰਕ ਟੇਲੇਕੋਮ ਅਰੇਨਾ,,Türk Telekom Arena,,,Türk Telekom Arena,,,,Türk Telekom Arena,,,,Türk Telekom Arena,,,Türk Telekom Arena,,,,טורק טלקום ארנה,,,,,Türk Telekom Arena,,,,Турк Телеком Арена,,,,,Türk Telekom Arena,,,,,,,,Türk Telekom Arena,Turk Telekom Arena,Türk Telekom Arena,,Türk Telekom Arena,Ali Sami Yen Spor Kompleksi,,تورك تليكوم أرينا,,,,,,Türk Telekom Arena,,Türk Telekom Arena,,,Türk Telekom Arena,Türk Telekom Arena,,,Turk Telekom Arena,,,,,,,,,,,,,,Türk Telekom Arena,,,Türk Telekom Arena,,ورزشگاه ترک تلکام آرنا,,Türk Telekom Arena,,,,,,,,,,,,Турк Телеком Арена,Türk Telekom Arena,튀르크 텔레콤 아레나,Türk Telekom Arena,,,Türk Telekom Arena,,Türk Telekom Arena,Türk Telekom Arena,,Türk Telekom Arena,,,,Türk Telekom Arena,,
Istanbul,OSM,arun,Tourism,Ayasofya Hurrem Sultan Hamam,圣索菲亚许蕾姆苏丹土耳其浴,https://batpad.github.io/quick-geocode/?name=Ayasofya%20Hurrem%20Sultan%20Hamam&city=Istanbul,"https://www.google.com/maps/search/Ayasofya+Hurrem+Sultan+Hamam,+Istanbul/",way,151790453,,#N/A,quick-geocode,,,,,,tr:Haseki Hamamı,,,,,,,,,,,,許蕾姆蘇丹公共浴場,,,,,,,,,,,,,,Haseki Hamamı,,,,,,,,,,,,,,,,,,,,,,,,,,,许蕾姆苏丹公共浴场,,,,許蕾姆蘇丹公共浴場,,,,,,Haseki Hürrem Sultan Hamamı,许蕾姆苏丹公共浴场,,,,,,,,,,,Baños de Roxelana,,,,,,,,,,,,,,,,,,,,,,,,,ハセキ・ヒュッレム・スルタン・ハンマーム,,,,,,,,,,夏西基浴場,,,,,,,,,,,,,,,Banhos de Roxelana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Бања Хасеки Хурем Султан,,,,,,,,,,,,,,,,,Haseki Hürrem Sultan Hamami,,,,,,,,,Haseki Hamamı,,,,,Haseki Hürrem Sultan Hamamı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Istanbul,OSM,ramya,Tourism,Basilica Cistern,地下水宫,https://batpad.github.io/quick-geocode/?name=Basilica%20Cistern&city=Istanbul,"https://www.google.com/maps/search/Basilica+Cistern,+Istanbul/",way,180546853,,#N/A,quick-geocode,,,,,,tr:Yerebatan Sarnıcı,,,,Цистерна Базилика,,,,Cisterna Bazilika,,,,地下水宮殿,,,,,,,,,,,,,,Yerebatan Sarnıcı,,,,,,,,,,,,,,,,,Cisterna Basilica,,,,,,,,,,地下水宫殿,,,,地下水宮殿,,,,Βασιλική Κινστέρνα,,Basilica Cistern,地下水宮殿,,,,Citerne Basilique,,,,Basilika uhaska,,,Cisterna Basílica 24,,,Цистерна Базилика,,,,地下水宫殿,,Cisterna Basilică,,,,,Йеребатан сарнъджъ,Цистерна Базиліка,,,地下水宫殿,,,,,,,イスタンブル地下宮殿,,,,,,,,,,,,,,Cisterna de Yerebatan,,,,,,,,,,,Cisterna da Basílica,地下水宮殿,,,,,,,,Cysterna Bazyliki,,Ցիստեռնա բազիլիկա,,Cisterna Bazilike,,,,Elsüllyedt Palota,,,,,,,ירבאטאן,,,,,,,,,Цистерна Базилика,,,,,,,,,,,,,,,,,Cisterna Basilica,,,صهريج البازيليك,,,,,,Bazilika sisterni,,,,,Basilica Cisterne,Basilikacisterna,,,,,,,,,,,,,,,,,,,,,,,,Yerebatan Sarayı,,,,,,,,,,,,Цистерна Базилика,,예레바탄 사라이,Yerebatan saray,,,,,,,,,,,,,,
Istanbul,OSM,jothi,Tourism,Baths of Lady Hürrem,克赛拉娜浴室,https://batpad.github.io/quick-geocode/?name=Baths%20of%20Lady%20Hürrem&city=Istanbul,"https://www.google.com/maps/search/Baths+of+Lady+Hürrem,+Istanbul/",way,151790453,,#N/A,,,,,,,tr:Haseki Hamamı,,,,,,,,,,,,許蕾姆蘇丹公共浴場,,,,,,,,,,,,,,Haseki Hamamı,,,,,,,,,,,,,,,,,,,,,,,,,,,许蕾姆苏丹公共浴场,,,,許蕾姆蘇丹公共浴場,,,,,,Haseki Hürrem Sultan Hamamı,许蕾姆苏丹公共浴场,,,,,,,,,,,Baños de Roxelana,,,,,,,,,,,,,,,,,,,,,,,,,ハセキ・ヒュッレム・スルタン・ハンマーム,,,,,,,,,,夏西基浴場,,,,,,,,,,,,,,,Banhos de Roxelana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Бања Хасеки Хурем Султан,,,,,,,,,,,,,,,,,Haseki Hürrem Sultan Hamami,,,,,,,,,Haseki Hamamı,,,,,Haseki Hürrem Sultan Hamamı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Istanbul,OSM,arun,Tourism,Beyazit Mosque,巴耶塞特二世清真寺,https://batpad.github.io/quick-geocode/?name=Beyazit%20Mosque&city=Istanbul,"https://www.google.com/maps/search/Beyazit+Mosque,+Istanbul/",relation,4429647,,#N/A,overpass,,,,,,en:Bayezid II Mosque,,,,,,,,,,,,,,Mesquita de Beyazid,,,,,,,,,,,Баязит мәчете,Bayezid Camii,,,,,,,,,,,,,,,,,Beyazıt-Moschee,,,,,,,,,,,,,,巴耶濟德二世清真寺,,,,Τέμενος Βαγιαζίτ Β΄,,Bayezid II Mosque,巴耶塞特二世清真寺,,,,mosquée Bayezid II,,,,,,,Mezquita de Beyazid,Баязит,Bayezid II Mosque,Баезид (мечеть),Umusigiti wa Bayezid wa II,,,巴耶济德二世清真寺,,Moscheea lui Baiazid al II-lea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesquita de Beyazid,,,,,,,,,Meczet Beyazit,,Բայեզիդ,,,,,,,,,,,بایزید مسیت,,,,,,,,,,,Џамија Бајазид II,,,,,Masjid Yeldrim Beyazid Kulliyesi,,,,,,,,,,,,Moschea di Bayezid II,,,جامع بايزيد,,,,,,Bəyazid Məscidi,,Masjid Bayazid II,,,Bayezid II Mosque,,,,,,,,,,,,,,,,,,,,,,,مسجد بایزید,,,,,,,Bayezid II Mosque,,,,,,,,,베야지드 모스크,,,,,,,,,,,,,,,
Istanbul,OSM,jothi,Tourism,Egyptian Bazaar,埃及市场,https://batpad.github.io/quick-geocode/?name=Egyptian%20Bazaar&city=Istanbul,"https://www.google.com/maps/search/Egyptian+Bazaar,+Istanbul/",way,24234971,,#N/A,osm-nominatim,,,Egyptian (Spice) Bazaar,Name is different,,tr:Mısır Çarşısı,,,,,,,,,,,,,,Bazar das Especiarias,,,,,,,,,,,,Mısır Çarşısı,,,,,,,,,,,,,,,,,Mısır Çarşısı,,,,,,,,,,,,,Mısır Çarşısı,,,,,,,Spice Bazaar,香料集市,,,,Bazar aux épices,,,,,,,Bazar de las Especias,,Spice Bazaar,Египетский базар,,,,,,,,,,,,,,,,,,,,,,エジプシャン・バザール,,,,,,,,,,,,,,Basar de les espècies,,,,,,,,,,,Bazar das Especiarias,,,,,,,,,Bazar Egipski w Stambule,,Եգիպտական շուկա,,,,,,Egyiptomi Bazár,,,,,,,,,,,,,,,,Египетска чаршија,,,,,,,,,,,,,,,,,Bazar Egiziano,,,البازار المصري,,,,,,,,Spice Bazaar,,,Kruidenbazaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spice Bazaar,,,,,,,,,므스르 차르슈,,,,,,,,,,,,,,,
Istanbul,OSM,jothi,Tourism,Grand Bazaar,大巴扎市场,https://batpad.github.io/quick-geocode/?name=Grand%20Bazaar&city=Istanbul,"https://www.google.com/maps/search/Grand+Bazaar,+Istanbul/",way,303807317,"https://www.google.co.in/maps/place/Grand+Bazaar/@41.0106883,28.9680179,21z/data=!4m12!1m6!3m5!1s0x14cab99162d70527:0x64c8680b5ac198ab!2sGrand+Bazaar!8m2!3d41.0106848!4d28.9680681!3m4!1s0x14cab99162d70527:0x64c8680b5ac198ab!8m2!3d41.0106848!4d28.9680681",http://www.openstreetmap.org/?mlat=41.0106848&mlon=28.9680681!3m4!1s0x14cab99162d70527:0x64c8680b5ac198ab!8m2!/?mlat=41.0106848&mlon=28.9680681!3m4!1s0x14cab99162d70527:0x64c8680b5ac198ab!8m2!/?mlat=41.0106848&mlon=28.9680681#map=18/41.0106883/28.9680179&layers=D,osm-nominatim,28.96809033,41.0106868,,,Q505954,"en:Grand Bazaar, Istanbul",,,,,,,,,,,,大巴扎,,Grande Bazar,,,,,,,,,,,,Kapalıçarşı,,,Stambulas Slēgtais tirgus,,,,,,,,,,,,,,Großer Basar,,,,,,,,,,大巴扎,,,Grosser Basar,大巴扎,,,,,,Grand Bazaar,大巴扎,,,,Grand bazar d'Istanbul,,,,Bazar Handia,,,Gran Bazar,,"Grand Bazaar, Istanbul",Большой базар,,,,,,,,,,,Капалъчаршъ,Капали Чарши,,,,,Grand Bazaar,,,,,カパルチャルシュ,,,,,,,,,,,,,,Gran Basar,,,,,,Velký bazar,,,,,Grande Bazar,大巴扎,,,,,,,,Kryty Bazar,,Գրանդ բազար,,,,,,Fedett Bazár,,,,,,,הבזאר הגדול,,,,,,,,,Капали чаршија,,,,,Grand Bazaar,,,,,,,,Groot Basaar,,,,Grande Bazar d'Istanbul,,,البازار الكبير,,,,,,Qapalı çarşı,,"Grand Bazaar, Istanbul",,,Grote Bazaar van Istanboel,,,,,,,,,,,,,,,,,,,,,,,بازار بزرگ استانبول,,,,,,,"Grand Bazaar, Istanbul",,,,,,,,,그랜드 바자르,,,,Veľký bazár,,,,,,,,,,,
Istanbul,OSM,ramya,Tourism,Hagia Sophia Museum,圣索非亚大教堂,https://batpad.github.io/quick-geocode/?name=Hagia%20Sophia%20Museum&city=Istanbul,"https://www.google.com/maps/search/Hagia+Sophia+Museum,+Istanbul/",way,109862851,,#N/A,quick-geocode,,,,,,tr:Ayasofya,,Hagia Sophia,,,,,Hagia Sophia,,,,,,,,Hagia Sofia,,Igrexa de Santa Sofía,,,,,Aedes Sanctae Sophiae,,,Айя Суфия,Ayasofya,,,Svētā Sofija,Sofijos soboras,,,ฮายาโซฟีอา,,,,,ஹேகியா சோபியா,האגיא סאפיא,,,,Hagia Sophia,Hagia Sophia,,,Hagia Sophia,,ހާޖިޔާ ސޯފިޔާ,Aya Sophiya,,,,,,,,,,,Αγία Σοφία,Hagia Sofia,Hagia Sophia,圣索菲亚大教堂,,,ايا صوفيا,Sainte-Sophie,,,,Hagia Sofia,Hagia Sophia,,Santa Madre Sofía,Айя Суфия,,Собор Святой Софии,,,,,,Biserica Sfânta Sofia din Istanbul,,হাগিয়া সোফিয়া,,Сафійскі сабор,Света София,Софійський собор,,,,,Hagia Sophia,,,Mirdi Santez-Sofia,Aja Sofija,アヤソフィア,,,Hagia Sophia,Hagia Sophia,,Сафійскі сабор,,,,聖蘇菲亞大教堂,,,,Santa Sofia,,Сийлахь Софин Килс,Hagia Sophia,,,Hagia Sofia,,,,,Basílica de Santa Sofia,,Hagia Sophia,,ਹਾਗੀਆ ਸੋਫੀਆ,,,,Hagia Sophia,Hagia Sofia,,Սուրբ Սոֆիայի տաճար,,Aja Sofija,,,,Hagia Szophia,,हागिया सोफिया,,,آیا صوفیا,,איה סופיה,,,,,Sofiya ibodatxonasi,ഹേജിയ സോഫിയ,,Софийн цогчин дуган,Црква Света Софија,ایاصوفیہ,,,Hagia Sophia,Aya Sophia,हागिया सोफिया,ئاياسوڧيا,,ဟာဂီယာ ဆိုဖီယာ,,Айыы Суоппуйа собора,,Aya Sophia,Hagia Sophia,Ægisif,,Basilica di Santa Sofia,Santa Sofiya d'Istambul,,آيا صوفيا,,Hagia Sofia,Айя София,,,Aya Sofya,,Hagia Sophia,,,Hagia Sophia,Hagia Sofia,,,Hagia Sofia,,,ह्यागिया सोफिया,,,,,,,,,,Aya Sofya,,,,,,ایاصوفیه,,Hagia Sofia,,,,,,,აია-სოფიას ტაძარი,,Hagia Sophia,ئایاسۆفیا,Айя София,Аја Софија,Aya Sofia,아야 소피아,Hagia Sofia,,,Hagia Sofia,,Aja Sofija,,Ayasofya,Hagija Sofija,,Айя-Софья,,Hagia Sophia,,
Istanbul,OSM,jothi,Tourism,Istanbul Archaeological Museum,伊斯坦布尔考古博物馆,https://batpad.github.io/quick-geocode/?name=Istanbul%20Archaeological%20Museum&city=Istanbul,"https://www.google.com/maps/search/Istanbul+Archaeological+Museum,+Istanbul/",way,335374188,Q636978,#N/A,google,,,,,,tr:İstanbul Arkeoloji Müzeleri,,,,,,,,,,,,,,,,,,,,,,,,,,İstanbul Arkeoloji Müzesi,,,,Stambulo archeologijos muziejus,,,,,,,,,,,,,Archäologisches Museum Istanbul,,,,,,,,,,,,,,,,,,Αρχαιολογικά μουσεία Κωνσταντινούπολης,,Istanbul Archaeology Museums,伊斯坦布尔考古博物馆,,,,musée archéologique d'Istanbul,,,,,,,Museo arqueológico de Estambul,,,Археологический музей Стамбула,,,,,,,,,,Археалагічны музей Стамбула,,Археологічний музей Стамбула,,,,,,,,,,イスタンブル考古学博物館,,,,,,,,,,,,,,,,,,,,,,,,,Museus Arqueológicos de Istambul,,,,,,,,,Muzeum Archeologiczne w Stambule,,Ստամբուլի հնագիտական թանգարան,,,,,,,,,,,,,המוזיאונים לארכאולוגיה של איסטנבול,,,,,,,,,Археолошки музеј во Истанбул,,,,,,,,,,,,,,,,,Musei archeologici di Istanbul,,,متحف إسطنبول الأثري,,,,,,,,Museum Arkeologi Istanbul,,,Archeologisch museum van Istanboel,,,,,,,,,,,,,,,,,,,,,,,موزه باستان‌شناسی استانبول,,,,,,,,,stambulis muzeumebi,,,,,,,이스탄불 고고학 박물관,,,,,,,,,,,,,,,
Istanbul,OSM,ramya,Tourism,Nuruosmaniye Mosque,奴鲁奥斯玛尼耶清真寺,https://batpad.github.io/quick-geocode/?name=Nuruosmaniye%20Mosque&city=Istanbul,"https://www.google.com/maps/search/Nuruosmaniye+Mosque,+Istanbul/",way,111002484,,#N/A,quick-geocode,,,,,,en:Nuruosmaniye Mosque,,,,,,,,,,,,奴魯奧斯瑪尼耶清真寺,,Mesquita de Nuruosmaniye,,,,,,,,,,,,Nuruosmaniye Camii,,,,,,,,,,,,,,,,,Nuruosmaniye-Moschee,,,,,,,,,,奴鲁奥斯玛尼耶清真寺,,,Nuruosmaniye-Moschee,奴魯奧斯瑪尼耶清真寺,,,,Τέμενος Νουρουοσμανιγιέ,,Nuruosmaniye Mosque,奴魯奧斯瑪尼耶清真寺,,,,mosquée Nuruosmaniye,,,,,,,,,Nuruosmaniye Mosque,Нуросмание,Umusigiti wa Nuruosmaniye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesquita de Nuruosmaniye,,,,,,,,,Meczet Nuruosmaniye,,,,,,,,,,,,,نورعثمانیہ مسیت,,,,,,,,,,,Нуруосманлиска џамија,نورعثمانیہ مسجد,,,,Masjid Nuruosmaniye,,,,,,,,,,,,Moschea Nuruosmaniye,,,جامع نور عثمانية,,,,,,Nuruosmaniyə məscidi,,Masjid Nuruosmaniye,,,Nuruosmaniye Mosque,,,,,,,,,,,,,,,,,,,,Нуруосмание мечеть,,,,,,,,,,Nuruosmaniye Mosque,,,,,,,,,누루오스마니예 모스크,,,,,,,,,,,,,,,
Istanbul,OSM,abhishek,Tourism,Tomb of Sultan Ahmet I,苏丹艾哈迈德墓一号,https://batpad.github.io/quick-geocode/?name=Tomb%20of%20Sultan%20Ahmet%20I&city=Istanbul,"https://www.google.com/maps/search/Tomb+of+Sultan+Ahmet+I,+Istanbul/",node,4146432391,,#N/A,osm-nominatim,,,Sultanahmet Camii,,,en:Sultan Ahmed Mosque,,Sultan Ahmed Mosque,,,,,,,,,,,,,,,Mesquita Azul,,,,,Meschita Sultani Achmetis,,,Солтан Әхмәт мәчете,Sultan Ahmet Camii,,,Sultāna Ahmeda mošeja,Sultono Ahmedo mečetė,,,มัสยิดสุลต่านอาเหม็ด,,Султанахмет мечеть,,,,,,,,Sultan-Ahmed-Moschee,Den Blå Moske,,,,,,,,,,,,,,,,,Μπλε Τζαμί,Blua moskeo,Sultan Ahmed Mosque,蘇丹艾哈邁德清真寺,,,,mosquée bleue,,,,Meskita Urdina,,,Mezquita Azul,Солтанәхмәт мәсете,,Голубая мечеть,Umusigiti wa Sultanahmet,,,,,Moscheea Albastră din Istanbul,,সুলতান আহমেদ মসজিদ,,Блакітная мячэць,Султан Ахмед джамия,Блакитна мечеть,,,,,Masjid Biru,,,,Džamija sultana Ahmeda,スルタンアフメト・モスク,,Meuseujid Sultan Ahmad,,,,,,,,,,,,Mesquita blava,,,Mosg Glas,,,Mešita Sultan Ahmed,,,د سلطان احمد جومات,,Mesquita Azul,,,,,,,,Moske Sultan Ahmed,Błękitny Meczet,,Կապույտ մզկիթ,,Ahmedija,,,,Ahmed szultán mecsetje,,सुल्तान अहमद मस्जिद,,,سلطان احمد مسجد,,המסגד הכחול,,,,,Ahmadiya masjidi,സുൽത്താൻ അഹ്മദ് മസ്ജിദ്,,,Султан Ахмедова џамија,سلطان احمد مسجد,,,,Masjid Sultan Ahmed,सुल्तान अहमद मशीद,سۇلتان ئاخمەت جامىي,,,,,,Sultan Ahmet-moskee,Nhà thờ Hồi giáo Sultan Ahmed,,,Moschea Blu,,,جامع السلطان أحمد,,,,,,Sultan Əhməd camisi,,Masjid Sultan Ahmed,,,Sultan Ahmetmoskee,,,,Sultan Ahmed-moskeen,,,सुल्तान अहमद मस्जिद,,,,,,,,,,,,,Симсӹ мечеть,,,مسجد سلطان احمد,,Sulttaani Ahmedin moskeija,,,,,,,სულთან აჰმედის მეჩეთი,,,مزگەوتی سوڵتان ئەحمەد,Сұлтанахмет мешіті,Sultan Ahmedova džamija,Xhamia e Sulltan Ahmetit,술탄 아흐메트 모스크,Blå moskén,,,Modrá mešita (Istanbul),,Džamija sultana Ahmeta,Masaajid Sultan Axmed,,Modra mošeja,,,,Msikiti wa Sultan Ahmed,,
Jeju,OSM,ramya,Tourism,Halla University,汉拿大学,https://batpad.github.io/quick-geocode/?name=Halla%20University&city=Jeju,"https://www.google.com/maps/search/Halla+University,+Jeju/",way,370302697,,#N/A,quick-geocode,,,,,,ko:한라대학교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halla University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,한라대학교,,,,,,,,,,,,,,,
Jeju,OSM,Abhishek,Tourism,Jeju National University,济州大学,https://batpad.github.io/quick-geocode/?name=Jeju%20National%20University&city=Jeju,"https://www.google.com/maps/search/Jeju+National+University,+Jeju/",way,369809434,,#N/A,quick-geocode,,,,,,ko:제주대학교,,,,,,,,,,,,濟州大學,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität Jeju,,,,,,,,,,济州大学,,,,濟州大學,,,,,,Jeju National University,济州大学,,,,université nationale de Jeju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,済州大学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeju National University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,제주대학교,,,,,,,,,,,,,,,
Jeju,OSM,Abhishek,Tourism,Yongdusan,龙头岩,https://batpad.github.io/quick-geocode/?name=Yongdusan&city=Jeju,"https://www.google.com/maps/search/Yongdusan,+Jeju/",way,382696295,"https://www.google.com.pe/maps/place/Yongdusan+Park/@35.1003785,129.0321587,18.75z/data=!4m5!3m4!1s0x3568e90b3617c897:0xbe1730484bbfa93f!8m2!3d35.1006536!4d129.0326226?hl=en",http://www.openstreetmap.org/?mlat=35.1006536&mlon=129.0326226?hl=en#map=18/35.1003785/129.0321587&layers=D,google,,,,,,en:Yongdusan Park,,,,,,,,,,,,龍頭山公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,龙头山公园,,,,龍頭山公園,,,,,,Yongdusan Park,龙头山公园,,,,,,,,,,,,,,Ёндусан,,,,,,,,,,,,,,,,,,,,,,龍頭山公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Công viên Yongdusan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,용두산공원,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,Berjaya Times Square,时代广场,https://batpad.github.io/quick-geocode/?name=Berjaya%20Times%20Square&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Berjaya+Times+Square,+Kuala+Lumpur/",way,190885802,,#N/A,overpass,101.7106611,3.1422286,,,,en:Berjaya Times Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berjaya Times Square,,,,,,,,,,,,,,,,,,,,Berjaya Times Square,成功時代廣場,,,,Berjaya Times Square,,,,,,,Berjaya Times Square,,,Berjaya Times Square,,,,,,,,,,,,,,,,,,,,,,ベルジャヤ・タイムズ・スクウェア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berjaya Times Square,,,,,,,,,,,,,,,,,,,,,ബെർജായ ടൈംസ് ചത്വരം,,,,,,,,Berjaya Times Square,,,,,,,,,Berjaya Times Square,,,,,,برجايا تايمز سكوير,,,,,,,,Berjaya Times Square,,,Berjaya Times Square,,,,,,,,,,,,,,,,,,,,,,,برجایا تایمز اسکوئر,,,,,,,,,,,,,,,,버자야 타임스 스퀘어,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,Pavilion KL,吉隆坡购物中心,https://batpad.github.io/quick-geocode/?name=Pavilion%20KL&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Pavilion+KL,+Kuala+Lumpur/",way,28271276,,#N/A,google,,,,,,en:Pavilion Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion Kuala Lumpur,柏威年廣場,,,,,,,,,,,Pavilion Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion Kuala Lumpur,,,,,,,,,,,,,,,مجمع البافيلون,,,,,,,,Pavilion Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
