@type,@id,name,name:en,osm:wikipedia,osm:wikidata,wiki:logs,wiki:wikidata,wiki:label:en,wiki:wikipedia:en,wiki:Distance,wiki:label:zh,wiki:label:zh-hans,wiki:label:zh-cn,wiki:label:zh-hant,wiki:label:zh-hk,wiki:label:zh-tw,wiki:label:hi,wiki:label:es,wiki:label:fr,wiki:label:de,wiki:label:ja,wiki:label:ko,wiki:label:ru,wiki:label:pt,wiki:label:ar
node,1256313302,Pare-Pare,Pare-Pare,,Q14636,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",,Pare-Pare,Parepare,,巴里巴里,,,,,,,Pare-Pare,Pare-Pare,Pare-Pare,パレパレ,파레파레,Паре-Паре,,باري باري
node,1270969104,Pinrang,,,Q14615,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,No ru label,No pt label,No ar label,",,Pinrang,Pinrang Regency,,,,,,,,,Pinrang,Pinrang,Kabupaten Pinrang,ピンラン県,,,,
node,861117370,Palangka Raya,Palangka Raya,en:Palangkaraya,,No wikidata,,,,,,,,,,,,,,,,,,,
node,3003151426,,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,2531732319,Singkawang,,en:Singkawang,Q14169,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",,Singkawang,Singkawang,,山口洋市,,,,,,,Singkawang,Singkawang,Kota Singkawang,シンカワン,싱카왕,Сингкаванг,,سينغكوانغ
node,544513863,Pontianak,Pontianak,"en:Pontianak, Indonesia",,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q14168,Pontianak,"Pontianak, Indonesia",,坤甸,,,,,,,Pontianak,Pontianak,Pontianak,ポンティアナック,폰티아낙,Понтианак,Pontianak,بونتياناك
node,2272255914,Serian,,en:Serian,,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,No ja label,No ko label,No ru label,pt Present,No ar label,",Q260475,Serian,Serian,,,,,,,,,Serian,Serian,Serian,,,,Serian,
node,2280492275,Bau,,"en:Bau, Sarawak",,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,No es label,No fr label,No de label,ja Present,No ko label,No ru label,No pt label,No ar label,",Q3268524,Bau,"Bau, Sarawak",,石隆门,石隆门,石隆门县,石隆門,石隆門,,,,,,バウ,,,,
node,676475517,Kuching,Kuching,en:Kuching,Q220445,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,hi Present,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Kuching,Kuching,,古晉,古晋,古晋,古晉,古晉,古晉,कुचिंग,Kuching,Kuching,Kuching,クチン,쿠칭,Кучинг,Kuching,كوتشينغ
node,2443861389,Sri Aman,,en:Sri Aman,Q2181742,"zh Present,No zh-hans label,zh-cn Present,zh-hant Present,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,No ja label,No ko label,No ru label,pt Present,No ar label,",,Sri Aman,Sri Aman,,詩里阿曼,,诗里阿曼县,詩里阿曼縣,,,,Sri Aman,Sri Aman,Sri Aman,,,,Sri Aman,
node,2442245169,Betong,,"en:Betong, Sarawak",Q4898172,"zh Present,No zh-hans label,zh-cn Present,zh-hant Present,No zh-hk label,No zh-tw label,No hi label,No es label,No fr label,No de label,ja Present,No ko label,No ru label,No pt label,No ar label,",,"Betong, Sarawak","Betong, Sarawak",,木中,,木中县,木中縣,,,,,,,ベトン (サラワク州),,,,
node,2436437136,Sarikei,,en:Sarikei,Q7424083,"zh Present,No zh-hans label,zh-cn Present,zh-hant Present,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,No ja label,ko Present,No ru label,pt Present,No ar label,",,Sarikei,Sarikei,,泗里街,,泗里街县,泗里街縣,,,,Sarikei,Sarikei,Sarikei,,사리케이,,Sarikei,
node,2065923003,Sibu,,en:Sibu,Q1048700,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Sibu,Sibu,,诗巫,诗巫,诗巫县,詩巫,詩巫,,,Sibu,Sibu,Sibu,シブ,시부,Сибу,Sibu,سيبو
node,2463526604,Mukah,Mukah,en:Mukah,Q2219702,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,No es label,No fr label,No de label,No ja label,No ko label,No ru label,No pt label,No ar label,",,Mukah,Mukah,,木膠,木胶,沐膠县,木膠,木膠,,,,,,,,,,
node,2442172568,Kapit,,en:Kapit,,"zh Present,No zh-hans label,zh-cn Present,zh-hant Present,No zh-hk label,No zh-tw label,No hi label,No es label,No fr label,No de label,No ja label,No ko label,No ru label,No pt label,No ar label,",Q2219731,Kapit,Kapit,,加帛,,加帛县,加帛縣,,,,,,,,,,,
node,3555451768,Banjarbaru,Banjarbaru,en:Banjarbaru,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,ru Present,No pt label,ar Present,",Q14181,Banjarbaru,Banjarbaru,,邦加巴魯,,,,,,,Banjarbaru,Banjarbaru,Kota Banjarbaru,バンジャルバル,,Банджарбару,,بنجاربارو
node,544517373,Banjarmasin,Banjarmasin,en:Banjarmasin,,"zh Present,zh-hans Present,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,hi Present,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q14182,Banjarmasin,Banjarmasin,,馬辰,马辰,,,,,बंजरमासीन,Banjarmasin,Banjarmasin,Banjarmasin,バンジャルマシン,반자르마신,Банджармасин,Banjarmasin,بنجرماسين
node,2417847197,Balikpapan,Balikpapan,en:Balikpapan,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q14492,Balikpapan,Balikpapan,,巴厘巴板,,,,,,,Balikpapan,Balikpapan,Balikpapan,バリクパパン,발릭파판,Баликпапан,Balikpapan,باليكبابان
node,525277257,Samarinda,Samarinda,en:Samarinda,,"zh Present,zh-hans Present,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q14499,Samarinda,Samarinda,,沙馬林達,沙马林达,,,,,,Samarinda,Samarinda,Samarinda,サマリンダ,사마린다,Самаринда,Samarinda,ساماريندا
node,2903768870,Majene,,,Q15344,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,No ru label,pt Present,No ar label,",,Majene,Majene Regency,,,,,,,,,Majene,Majene,Kabupaten Majene,マジュヌ県,,,Majene,
node,2339328548,Mamuju,Mamuju,,Q1070920,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,No es label,fr Present,No de label,ja Present,ko Present,ru Present,No pt label,ar Present,",,Mamuju,Mamuju (city),,馬穆朱,马穆朱,,馬穆朱,馬穆朱,,,,Mamuju,,マムジュ,마무주,Мамуджу,,ماموجو
node,2952619895,Enrekang,,,Q14599,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,No ru label,pt Present,No ar label,",,Enrekang,Enrekang Regency,,,,,,,,,Enrekang,Enrekang,Kabupaten Enrekang,エンレカン県,,,Enrekang,
node,1279966686,Palopo,Palopo,,Q14635,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",,Palopo,Palopo,,帕洛波,,,,,,,Palopo,Palopo,Palopo,ポロポ,팔로포,Палопо,,بالوبو
node,2534456298,Luwu Utara,,,Q14606,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,No ru label,No pt label,No ar label,",,Luwu Utara,North Luwu Regency,,,,,,,,,Luwu Septentrional,Nord Luwu,Kabupaten Luwu Utara,北ルウ県,,,,
node,3420856593,Poso,,id:Kota Poso,Q12492354,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,No es label,fr Present,de Present,ja Present,No ko label,No ru label,No pt label,No ar label,",,Poso,Poso,,,,,,,,,,Poso,Poso,ポソ,,,,
node,296110116,Palu,Palu,en:Palu,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q15826,Palu,Palu,,帕盧,,,,,,,Palu,Palu,Palu,パル,팔루,Палу,Palu,بالو
node,861317628,Tanjung Selor,Tanjung Selor,en:Tanjung Selor,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,No ar label,",Q10855339,Tanjung Selor,Tanjung Selor,,丹戎施樂,,,,,,,Kota Tanjung Selor,Tanjung Selor,Tanjung Selor,タンジュン・セロル,탄중슬로르,Танджунгселор,,
node,536415772,Bontang,Bontang,en:Bontang,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",Q14495,Bontang,Bontang,,邦唐,,,,,,,Bontang,Bontang,Bontang,ボンタン,본탕,Бонтанг,,بونتانغ
node,264994734,Ende,,"en:Ende, East Nusa Tenggara",Q1340301,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,ru Present,No pt label,No ar label,",,Ende,"Ende, East Nusa Tenggara",,英德 (東努沙登加拉省),,,,,,,Ende,Ende,Ende (Flores),エンデ (インドネシア),,Энде,,
node,262314145,Kupang,Kupang,en:Kupang,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q14155,Kupang,Kupang,,古邦,,,,,,,Kupang,Kupang,Kupang,クパン,쿠팡,Купанг,Kupang,كوبانغ
node,375735682,Bajawa,,,Q804109,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,No es label,fr Present,de Present,ja Present,No ko label,No ru label,No pt label,No ar label,",,Bajawa,Bajawa,,,,,,,,,,Bajawa,Bajawa,バジャワ,,,,
node,1785382787,Pante Macassar,Pante Macassar,pt:Pante Macassar,Q263005,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Pante Macassar,Pante Macassar,,,,,,,,,Pante Macassar,Pante Macassar,Pante Macassar,パンテ・マカッサル,판트마카사르,Панте-Макассар,Pante Macassar,
node,1785440275,Suai,,pt:Suai,Q582712,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Suai,"Suai, East Timor",,蘇艾,,,,,,,Suai,Suai,Suai,スアイ,수아이,Суаи,Suai,
node,1785440264,Maliana,,pt:Maliana,Q1020338,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Maliana,Maliana,,瑪利亞娜,玛利亚娜,,瑪利亞娜,瑪利亞娜,,,Maliana,Maliana,Maliana,マリアナ,말리아나,Мальяна,Maliana,
node,1785440273,Same,,pt:Same,Q932640,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,No es label,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Same,"Same, East Timor",,薩姆,,,,,,,,Same,Same,サメ (東ティモール),사므,Саме,Same,
node,265920664,Ainaro,,pt:Ainaro,Q1026949,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,No es label,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Ainaro,Ainaro,,阿伊納羅,阿伊纳罗,,阿伊納羅,阿伊納羅,,,,Ainaro,Ainaro,アイナロ,아이나루,Айнару,Ainaro,أينارو
node,494074921,Viqueque,,pt:Viqueque,Q1011863,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Viqueque,Viqueque,,維克克,维克克,,維克克,維克克,,,Viqueque,Viqueque,Viqueque,ヴィケケ,비케크,Викеке,Viqueque,
node,699640686,Likisá,,pt:Liquiçá,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",Q946959,Liquiçá,Liquiçá,,利逵薩,,,,,,,Liquiçá,Liquiçá,Vila de Liquiçá,リキシャ (東ティモール),리키사,Ликиса,Liquiçá,
node,910495998,Gleno,,pt:Gleno,Q1018872,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Gleno,Gleno,,格蘭奴,格兰奴,,格蘭奴,格蘭奴,,,Gleno,Gleno,Gleno,グレノ,글레누,Глену,Gleno,
node,265911791,Aileu,,pt:Aileu,Q405087,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Aileu,Aileu,,阿伊萊烏,,,,,,,Aileu,Aileu (ville),Aileu,アイレウ,아일레우,Айлеу,Aileu,
node,262310617,Dili,Dili,pt:Díli,Q9310,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,hi Present,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Dili,Dili,,帝力,帝力,帝力,帝力,帝力,帝力,दिली,Dili,Dili,Dili,ディリ,딜리,Дили,Díli,ديلي
node,262313641,Manatuto,,pt:Manatuto,Q1011873,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Manatuto,Manatuto,,馬納圖托,马纳图托,,馬納圖托,馬納圖托,,,Manatuto,Manatuto,Manatuto,マナトゥト,마나투투,Манатуту,Manatuto,
node,1013912389,Baucau,,pt:Baucau,Q811130,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Baucau,Baucau,,包考,,,,,,,Baucau,Baucau,Baucau,バウカウ,바우카우,Баукау,Baucau,
node,493345649,Lospalos,,pt:Lospalos,Q1017098,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Lospalos,Lospalos,,聖保羅,圣保罗,,聖保羅,聖保羅,,,Lospalos,Lospalos,Lospalos,ロスパロス,로스팔루스,Лоспалос,Lospalos,
node,1271814646,Lamokato,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,1271815738,Tahoa,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,3380624457,Bau-Bau,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,1271864187,Kendari,Kendari,en:Kendari,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",Q15379,Kendari,Kendari,,肯達里,,,,,,,Kendari,Kendari,Kendari,ケンダリ,큰다리,Кендари,,كنداري
node,1610976888,Ampana,,,Q2844083,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,No es label,fr Present,de Present,No ja label,No ko label,No ru label,No pt label,No ar label,",,Ampana,Ampana,,,,,,,,,,Ampana,Ampana,,,,,
node,1308676645,Salakan,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,550072429,Banggai,,,Q15810,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,No ru label,No pt label,No ar label,",,Banggai,Banggai regency,,,,,,,,,Banggai,kabupaten de Banggai,Kabupaten Banggai,バンガイ県,,,,
node,1308672564,Luwuk,,en:Luwuk,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,No es label,fr Present,No de label,ja Present,No ko label,No ru label,No pt label,ar Present,",Q2152993,Luwuk,Luwuk,,盧武克,,,,,,,,Luwuk,,ルウク (インドネシア),,,,لو ووك
node,1308660374,Buol,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,542116772,Gorontalo,Gorontalo,en:Gorontalo (city),,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",Q14525,Gorontalo,Gorontalo (city),,哥倫打洛市,哥倫打洛市,哥倫打洛市,哥倫打洛市,,,,Gorontalo,Gorontalo,Kota Gorontalo,ゴロンタロ,고론탈로,Горонтало,,غورونتالو
node,545807270,Ternate,Ternate,en:Ternate City,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,No ar label,",Q19151,Ternate,Ternate City,,特爾納特,,,,,,,Ternate,Kota Ternate,Ternate,テルナテ,트르나테,Тернате,,
node,317529477,Manado,Manado,en:Manado,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,hi Present,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q15847,Manado,Manado,,万鸦老,,,,,,मानदो,Manado,Manado,Manado,マナド,마나도,Манадо,Manado,مانادو
node,976683837,Bitung,,,Q15845,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",,Bitung,Bitung,,比通,,,,,,,Bitung,Bitung,Bitung,ビツン,비퉁,Битунг,,بيتونغ
node,293644383,Ambon,Ambon,"en:Ambon, Maluku",,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,zh-hk Present,zh-tw Present,hi Present,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",Q18970,Ambon,"Ambon, Maluku",,安汶,,,,安汶,安汶,आम्बोन,Ambon,Ambon,Ambon,アンボン,암본,Амбон,,أمبون
node,806841357,Sorong,Sorong,en:Sorong (city),,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q26837,Sorong,Sorong (city),,索龍,,,,,,,Sorong,Sorong,Sorong,ソロン (インドネシア),소롱,Соронг,Sorong,سورونغ
node,2036443318,Manokwari,Manokwari,en:Manokwari,,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,hi Present,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q848672,Manokwari,Manokwari,,曼諾瓦里,曼诺瓦里,,曼諾瓦里,曼諾瓦里,,मनोक्वारी,Manokwari,Manokwari,Manokwari,マノクワリ,마녹와리,Маноквари,Manokwari,مانوكواري
node,2145147122,Tobelo,,,Q3183036,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,No es label,fr Present,de Present,ja Present,No ko label,No ru label,No pt label,ar Present,",,Tobelo,Tobelo,,托貝婁,,,,,,,,Tobelo,Tobelo,トブロ,,,,توبيلو
node,1308332424,Ranai,,"id:Ranai, Bunguran Timur, Natuna",Q19731394,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,No es label,No fr label,No de label,No ja label,No ko label,No ru label,No pt label,No ar label,",,,,,,,,,,,,,,,,,,,
node,304981440,Bintulu,Bintulu,en:Bintulu,Q594209,"zh Present,No zh-hans label,zh-cn Present,zh-hant Present,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,No ru label,pt Present,ar Present,",,Bintulu,Bintulu,,民都鲁,,民都鲁县,民都魯縣,,,,Bintulu,Bintulu,Bintulu,ビントゥル,빈툴루,,Bintulu,بينتولو
node,3696517558,Miri,,"en:Miri, Malaysia",Q986803,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,No pt label,ar Present,",,Miri,"Miri, Malaysia",,美里,美里,,美里,美里,,,Miri,Miri,Miri,ミリ,미리,Мири,,ميري
node,2629397951,Limbang,,,Q2181642,"zh Present,No zh-hans label,zh-cn Present,zh-hant Present,No zh-hk label,No zh-tw label,No hi label,No es label,fr Present,No de label,ja Present,ko Present,No ru label,No pt label,No ar label,",,Limbang,Limbang,,林梦,,林梦县,林夢縣,,,,,Limbang,,リンバン,림방,,,
node,369495900,Limbang,Limbang Town,en:Limbang,,"zh Present,No zh-hans label,zh-cn Present,zh-hant Present,No zh-hk label,No zh-tw label,No hi label,No es label,fr Present,No de label,ja Present,ko Present,No ru label,No pt label,No ar label,",Q2181642,Limbang,Limbang,,林梦,,林梦县,林夢縣,,,,,Limbang,,リンバン,림방,,,
